program,site,area,tool_id,task_id,task_name,workstream,owner,planned_start,planned_finish,actual_finish,status,gate,depends_on,risk_level,notes
Atlas-Sustaining,Hillsboro,Bay-5,T-AT-09,FT-10878,Dry run cycle,Controls,Supplier Mgmt,2025-11-15,2025-11-17,2025-11-22,Done,Comm,Safety interlock validation,Low,
Atlas-Sustaining,Hillsboro,Bay-5,T-AT-09,FT-10879,Process baseline run,Hardware,IT/Network,2025-11-18,2025-11-27,2025-11-30,Done,Comm,Dry run cycle,Medium,
Atlas-Sustaining,Hillsboro,Bay-5,T-AT-09,FT-10880,SAT dry-run,Hardware,Supplier Mgmt,2025-11-21,2025-11-26,,In Progress,SAT,"Process baseline run,EHS walkdown",Low,
Atlas-Sustaining,Hillsboro,Bay-5,T-AT-09,FT-10881,SAT acceptance,Hardware,Facilities Eng,2025-11-24,2025-12-03,,In Progress,SAT,SAT dry-run,Low,
Atlas-Sustaining,SCC-Lab,Bay-1,T-AT-10,FT-10882,Layout approval,Facilities,EHS,2025-11-16,2025-11-19,2025-11-24,Done,Install,,Low,
Atlas-Sustaining,SCC-Lab,Bay-1,T-AT-10,FT-10883,Civil/anchoring check,Facilities,Controls Eng,2025-11-19,2025-11-23,2025-11-30,Done,Install,Layout approval,Low,
Atlas-Sustaining,SCC-Lab,Bay-1,T-AT-10,FT-10884,Power drop install,Facilities,Controls Eng,2025-11-22,2025-11-28,2025-11-26,Done,Install,Layout approval,Medium,
Atlas-Sustaining,SCC-Lab,Bay-1,T-AT-10,FT-10885,Network VLAN approved,IT/Network,Supplier Mgmt,2025-11-25,2025-11-28,2025-12-01,Done,Install,Layout approval,Low,
Atlas-Sustaining,SCC-Lab,Bay-1,T-AT-10,FT-10886,Exhaust hookup,Facilities,IT/Network,2025-11-28,2025-12-04,2025-12-07,Done,Install,Layout approval,High,
Atlas-Sustaining,SCC-Lab,Bay-1,T-AT-10,FT-10887,CDA hookup,Facilities,IT/Network,2025-12-01,2025-12-10,2025-12-17,Done,Install,Layout approval,Low,
Atlas-Sustaining,SCC-Lab,Bay-1,T-AT-10,FT-10888,DI water hookup,Facilities,Mech Eng,2025-12-04,2025-12-09,,In Progress,Install,Layout approval,High,
Atlas-Sustaining,SCC-Lab,Bay-1,T-AT-10,FT-10889,Tool delivered to dock,SupplyChain,Supplier Mgmt,2025-12-07,2025-12-10,2025-12-15,Done,Install,Layout approval,Medium,
Atlas-Sustaining,SCC-Lab,Bay-1,T-AT-10,FT-10890,Rigging scheduled,SupplyChain,EHS,2025-12-10,2025-12-19,2025-12-19,Done,Install,Tool delivered to dock,Low,
Atlas-Sustaining,SCC-Lab,Bay-1,T-AT-10,FT-10891,Install tool in bay,Hardware,Mech Eng,2025-12-13,2025-12-19,2025-12-17,Done,Install,"Power drop install,Tool delivered to dock,Rigging scheduled,Exhaust hookup,CDA hookup",Low,
Atlas-Sustaining,SCC-Lab,Bay-1,T-AT-10,FT-10892,EHS walkdown,EHS,IT/Network,2025-12-16,2025-12-23,,In Progress,Install,Install tool in bay,Low,
Atlas-Sustaining,SCC-Lab,Bay-1,T-AT-10,FT-10893,PLC flash + config,Controls,IT/Network,2025-12-19,2025-12-30,2026-01-04,Done,PowerOn,"Install tool in bay,Network VLAN approved",Low,
Atlas-Sustaining,SCC-Lab,Bay-1,T-AT-10,FT-10894,IO checkout,Controls,Supplier Mgmt,2025-12-22,2025-12-24,,In Progress,PowerOn,PLC flash + config,Medium,
Atlas-Sustaining,SCC-Lab,Bay-1,T-AT-10,FT-10895,Safety interlock validation,Controls,IT/Network,2025-12-25,2026-01-02,,Blocked,PowerOn,IO checkout,Low,
Atlas-Sustaining,SCC-Lab,Bay-1,T-AT-10,FT-10896,Dry run cycle,Controls,Supplier Mgmt,2025-12-28,2026-01-05,2026-01-06,Done,Comm,Safety interlock validation,Low,
Atlas-Sustaining,SCC-Lab,Bay-1,T-AT-10,FT-10897,Process baseline run,Hardware,EHS,2025-12-31,2026-01-11,,In Progress,Comm,Dry run cycle,Low,
Atlas-Sustaining,SCC-Lab,Bay-1,T-AT-10,FT-10898,SAT dry-run,Hardware,Controls Eng,2026-01-03,2026-01-12,,Blocked,SAT,"Process baseline run,EHS walkdown",Low,
Atlas-Sustaining,SCC-Lab,Bay-1,T-AT-10,FT-10899,SAT acceptance,Hardware,EHS,2026-01-06,2026-01-10,,In Progress,SAT,SAT dry-run,High,
